Název mapy,Odkaz na StareMapy.cz
Tableau géographique et statistique du département de la Vienne,http://staremapy.georeferencer.cz/map/UX2fyjGgNLb5NkIk8CzxD0/201408191306-sJQsVK/georeference,Univerzita Karlova v Praze
"Mailand, Genua, Bologna, Florenz",http://staremapy.georeferencer.cz/map/jDE4dvnoIZeRTf5OZLLhuq/201511051619-fuH09j/georeference,Univerzita Karlova v Praze
Přehled prací regulačních a zahrazovacích provedených v roce 1929 a projektovaných na rok 1930,http://staremapy.georeferencer.cz/map/eQQXFFwYmCSevsTSELhLnw/201511051545-fguYxM/georeference,Univerzita Karlova v Praze
Wöchentliche Kriegsschauplatz-Karte mit Chronik,http://staremapy.georeferencer.cz/map/cm0ni9ueybIZlXZG6GqOWz/201511051609-rmnH6a/georeference,Univerzita Karlova v Praze
Gurk-Thal,http://staremapy.georeferencer.cz/map/9Bin5xJrhEXKcPieAE3vB2/201511051709-ZmDyoJ/georeference,Univerzita Karlova v Praze
Plan von Regensburg,http://staremapy.georeferencer.cz/map/VsPeiUPJ9ZLRJikzUBwb2A/201408190649-f3ARJT/georeference,Univerzita Karlova v Praze
Plan du jardin & vuë des maisons de Chiswick sur la Tamise a deux lieves de Londres,http://staremapy.georeferencer.cz/map/FpldwDjU4cual8r4wvG0My/201408191215-6Xs4Pl/georeference,Univerzita Karlova v Praze
L'hypotese envisagée,http://staremapy.georeferencer.cz/map/gS4LiAUQUr8zdIvzDkaExu/201511051720-DW9UNX/georeference,Univerzita Karlova v Praze
"Belgica foederata complectens septem provincias, ducatum Geldriae, comitatus Hollandiae et Zeelandiae dioec. traject. transisul. Groningam et Frisiam et circumjacentes provincias mappa geographica",http://staremapy.georeferencer.cz/map/0N4CWs6UpfDjSQv5WP1HP2/201408182050-216TFR/georeference,Univerzita Karlova v Praze
Savaii,http://staremapy.georeferencer.cz/map/dtZA4Gdf0x1lHKKwbH7VF5/201408191551-NbbHG9/georeference,Univerzita Karlova v Praze
39°44° Kragujevac,http://staremapy.georeferencer.cz/map/L9ysUnAFBZt89PbZlRpdyC/201511051615-IUMd2C/georeference,Univerzita Karlova v Praze
Les Hautes Tatras,http://staremapy.georeferencer.cz/map/Kroqz6JAgo3w54eCe0CHzv/201511051601-J3AI9X/georeference,Univerzita Karlova v Praze
Übersichtskarte der Kreise und Oberämter von Württemberg u[nd] Hohenzollern,http://staremapy.georeferencer.cz/map/RHE9gvwncZLC7s1KXnQWGD/201511051555-mzRW0o/georeference,Univerzita Karlova v Praze
Karte des Verhältnisses vom Wiesenland ; Karte des Verhältnisses vom Weinland,http://staremapy.georeferencer.cz/map/YXfeh44UGL5Ys2mwwFtBTJ/201511051543-RSed1s/georeference,Univerzita Karlova v Praze
Levoča a Kežmarok,http://staremapy.georeferencer.cz/map/B1pxo2V6jdZNwn0o1ZtfsX/201408191426-EDjK58/georeference,Univerzita Karlova v Praze
South Shetlands and adjoining islands and lands,http://staremapy.georeferencer.cz/map/7DYCbV4DJ1V67OWFYKlM9I/201511051555-Y57Uu3/georeference,Univerzita Karlova v Praze
Wildon und Leibnitz,http://staremapy.georeferencer.cz/map/lsLIScT3j25mD9BEzzhpRC/201511051709-0g8jhr/georeference,Univerzita Karlova v Praze
L'electorat de Hannover ou les domaines du roi de la Grande Bretagne et Allemagne,http://staremapy.georeferencer.cz/map/8p4lCySbPUsBqYCcR3rsD2/201408182100-b2U1vs/georeference,Univerzita Karlova v Praze
La Mer du Nord,http://staremapy.georeferencer.cz/map/SqiiztGLPxSRksp5jEiJCh/201408191328-b2W0N6/georeference,Univerzita Karlova v Praze
[Gradkartenblatt],http://staremapy.georeferencer.cz/map/vOMvmOWvt6MbAsSr56ffgm/201408191338-YPW4lj/georeference,Univerzita Karlova v Praze
Prešov a Sabinov,http://staremapy.georeferencer.cz/map/sCxkPiO0QfxEAttrdlxdPV/201408191549-41jhXV/georeference,Univerzita Karlova v Praze
Płazów,http://staremapy.georeferencer.cz/map/SMR4ywVMvXrlOA20fD2RqP/201511051643-BZfKkC/georeference,Univerzita Karlova v Praze
Nova et exacta mappa geographica exhibens circulum Westphalicum in omnes suos status et provincias accurate divisum,http://staremapy.georeferencer.cz/map/KdsTLUGQq3I6WyNoShjwzL/201408182101-g9HYfp/georeference,Univerzita Karlova v Praze
Podrobná mapa Šumavy,http://staremapy.georeferencer.cz/map/aNgLab2kX5ic7YJdlmNVbs/201511051545-pGgqRE/georeference,Univerzita Karlova v Praze
Puerto de Cienfuegos o de Jagua,http://staremapy.georeferencer.cz/map/pgSKVqjEEMszxoCvd2zbaS/201408181820-6D3yB9/georeference,Univerzita Karlova v Praze
Vyšní Svidník,http://staremapy.georeferencer.cz/map/XrfmJBvE8SVNnizVYZ7uWh/201511051653-gFX4w7/georeference,Univerzita Karlova v Praze
41°42° Džumaja,http://staremapy.georeferencer.cz/map/tTFnpNI8WLmiyKZkNV6OTw/201511051615-aopIZW/georeference,Univerzita Karlova v Praze
Bruntál,http://staremapy.georeferencer.cz/map/UvV0uKWVP1sERBKKun3BEA/201511051621-yDbfx2/georeference,Univerzita Karlova v Praze
Tyrolis pars meridionalis,http://staremapy.georeferencer.cz/map/9ZEaqSivx8obj1a28H4US7/201408181842-CNMXdX/georeference,Univerzita Karlova v Praze
Kraiova,http://staremapy.georeferencer.cz/map/6bUOyhbQQNzvLYK8018rIj/201511051608-KzMBPL/georeference,Univerzita Karlova v Praze
Oregon,http://staremapy.georeferencer.cz/map/OGR2MJ48m4yweT4vXGjeIX/201511051742-yAoohL/georeference,Univerzita Karlova v Praze
Cap Gülgrad,http://staremapy.georeferencer.cz/map/vK8wRCCjhFKUShQ3rgRbx9/201511051554-TWnoc6/georeference,Univerzita Karlova v Praze
Die Umgebungen von Carlsbad und Eger als Orientierungskarte für Kurgäste,http://staremapy.georeferencer.cz/map/sCBtsJVvDDGipHFIT4UNUQ/201408181822-rgICfl/georeference,Univerzita Karlova v Praze
[Gradkartenblatt],http://staremapy.georeferencer.cz/map/76fNI4OgXfeCqCRP7hlFGw/201408191337-eA1dAU/georeference,Univerzita Karlova v Praze
Zvornik,http://staremapy.georeferencer.cz/map/UtRun5eZ24t6H5iN4Jfvo0/201511051542-mFK5qt/georeference,Univerzita Karlova v Praze
Czestochowa,http://staremapy.georeferencer.cz/map/rzwWrKgBrmUBn7mM6aaNn6/201511051612-Lj9NL3/georeference,Univerzita Karlova v Praze
Die Britischen Inseln und das umliegende Meer,http://staremapy.georeferencer.cz/map/XEdoZB4lJNQBRgYg9Vmqod/201511051745-0jshEU/georeference,Univerzita Karlova v Praze
Burghausen,http://staremapy.georeferencer.cz/map/tP5447RmlxNfUIeXsToTLB/201511051701-BToVMM/georeference,Univerzita Karlova v Praze
Kamieniec-Podolski,http://staremapy.georeferencer.cz/map/baGZfIgRWXVejShLI4GBbs/201601081340-wOxASd/georeference,Univerzita Karlova v Praze
Brno,http://staremapy.georeferencer.cz/map/5rel62Bm3RvjRUgUgLkC05/201511051651-vlw7eR/georeference,Univerzita Karlova v Praze
Tabor,http://staremapy.georeferencer.cz/map/v0LxOe5NkYlrWSr4j5kt67/201511051705-qwWQ64/georeference,Univerzita Karlova v Praze
PLANIGLOBII TERRESTRIS Mappa Universalis Utrumq[ue] Hemisphaerium Orient. et Occidentale repraesentans,http://staremapy.georeferencer.cz/map/1jAtSM4Znh1AAxvbQaJHUj/201511051559-pme779/georeference,Univerzita Karlova v Praze
Das Heilige Land aus der Vogelschau,http://staremapy.georeferencer.cz/map/BMZmDLEPKzyXSac53zweOX/201408181818-0AThka/georeference,Univerzita Karlova v Praze
Bohemiae regnum in XII. circulos divisum cum com. Glac. et distr. Egrano ceterisq[ue] circumjacentibus terris,http://staremapy.georeferencer.cz/map/BrkMTwAhpblWpZCXdOlxML/201408182043-FeSJgE/georeference,Univerzita Karlova v Praze
"Hermannstadt, Kronstadt, Bukarest, Craiova, Vidin, Rusčuk",http://staremapy.georeferencer.cz/map/C8lISPFdqizLbyQNqWgPn0/201408191410-Mt9GJO/georeference,Univerzita Karlova v Praze
Mehlkehmen,http://staremapy.georeferencer.cz/map/sWS33d9lYD3hTQqAUpTP0g/201601081341-xTK8lX/georeference,Univerzita Karlova v Praze
Pol'ša,http://staremapy.georeferencer.cz/map/THPWkfspTc13YFAmBkmwp3/201511051711-5r3sRk/georeference,Univerzita Karlova v Praze
Ob[er] Drauburg und Mauthen,http://staremapy.georeferencer.cz/map/BwEpncsGqf4moJN3F27cJ8/201511051724-9ekOKP/georeference,Univerzita Karlova v Praze
Vsetín,http://staremapy.georeferencer.cz/map/oFEfT2w0G8Wn5M7oSTkKrm/201511051652-bV6nnl/georeference,Univerzita Karlova v Praze
Panorama der Nordwände des Sonnwendgebirges vom Ampmooser Rosskopf (1938 m),http://staremapy.georeferencer.cz/map/FMLy48DbcUqHr85nkB3inA/201511051640-0Zqq31/georeference,Univerzita Karlova v Praze
Umgebungen von Lubenz,http://staremapy.georeferencer.cz/map/YW71LWVNmS420zWw3FHNNO/201408191410-GDRHVf/georeference,Univerzita Karlova v Praze
Teremno und Zurawicze,http://staremapy.georeferencer.cz/map/h6EhrgyPhmoqE7baXWJoyh/201511051641-SWHSDe/georeference,Univerzita Karlova v Praze
37°48° Budapest,http://staremapy.georeferencer.cz/map/PNXO8kJvvpTUL64JHCMSG5/201511051615-7K9ZVL/georeference,Univerzita Karlova v Praze
Neapolis regnum,http://staremapy.georeferencer.cz/map/JD0J7T5GOQlcPXCMOZ1FSg/201408182047-ihz2SQ/georeference,Univerzita Karlova v Praze
Smorze und Alsó-Verecke,http://staremapy.georeferencer.cz/map/6RunjWaRlmzDAXtSjBVq2M/201511051652-OM1SX8/georeference,Univerzita Karlova v Praze
[Straßenkarte um Wien],http://staremapy.georeferencer.cz/map/mLEuym4iJOP9Ye4S3iIDKF/201511051623-Etydv7/georeference,Univerzita Karlova v Praze
Das Königreich Sachsen,http://staremapy.georeferencer.cz/map/BmzQPZ7JLLuAJVnbJF0Et9/201511051555-E03jii/georeference,Univerzita Karlova v Praze
Plan von Teplitz und Schönau,http://staremapy.georeferencer.cz/map/zgSZXP0whklRdGHpKI6ONr/201601081334-M1x14v/georeference,Univerzita Karlova v Praze
Das Herzogthum Steyermark,http://staremapy.georeferencer.cz/map/DwHcyvSi7PVGdwc0eTly1U/201511051640-CXtPqE/georeference,Univerzita Karlova v Praze
Hohenelbe,http://staremapy.georeferencer.cz/map/ZNOtHWaeeUkE2refFzZAEr/201408191549-6zZFUS/georeference,Univerzita Karlova v Praze
Chart of the world on Mercators projection,http://staremapy.georeferencer.cz/map/g6juPTzu76BnBpRJvFWsGJ/201511051559-wQ1D5k/georeference,Univerzita Karlova v Praze
Topographische Karte der Schweiz,http://staremapy.georeferencer.cz/map/KmpSvd3N3ImiHwKp1qbi6V/201511051616-ejdldL/georeference,Univerzita Karlova v Praze
Umgegend von Dresden,http://staremapy.georeferencer.cz/map/SbRhM889PimlCB3KXHPiQH/201511051555-vuk8dr/georeference,Univerzita Karlova v Praze
Artaria's Eisenbahn- u. Post-Communications-Karte v. Oesterreich-Ungarn,http://staremapy.georeferencer.cz/map/80GGojS0jTctdSXI4OmGfg/201408191306-vYdv0r/georeference,Univerzita Karlova v Praze
Králowstwí České,http://staremapy.georeferencer.cz/map/I0p9wLIS2r2vFWvhVcuauK/201408191303-dHxFSL/georeference,Univerzita Karlova v Praze
Charte von der Batavischen Republik,http://staremapy.georeferencer.cz/map/2B4lhXcK28UBKPmeV4YtU7/201408191002-Dfw0Ek/georeference,Univerzita Karlova v Praze
Principatvs Silesiae Rattiboriensis nova et exactissima tabula geographica,http://staremapy.georeferencer.cz/map/NM7N0p3mESXR3b46IN4Xxr/201601081333-WDz7oy/georeference,Univerzita Karlova v Praze
Erfurt,http://staremapy.georeferencer.cz/map/K7ssACPuowf7lAIVepptEw/201511051639-Ryr2ml/georeference,Univerzita Karlova v Praze
Załośce,http://staremapy.georeferencer.cz/map/ETlCBwDJnGlvKtCJyff6SK/201511051644-EroVPX/georeference,Univerzita Karlova v Praze
Solec,http://staremapy.georeferencer.cz/map/5nZ96aXhFoa9pYpUNWEsRh/201408191541-F5I3mM/georeference,Univerzita Karlova v Praze
Novißima & exactißima TOTIVS REGNI NEAPOLIS TABVLA PRAESENTIS BELLI STATVI,http://staremapy.georeferencer.cz/map/0pw4y546IXv0NQhgzHH3X7/201601081338-a8MJYS/georeference,Univerzita Karlova v Praze
Tiefenverhaeltnisse des Hallstaetter-Sees,http://staremapy.georeferencer.cz/map/GOVPUUc8ewL29RqO5AFqAQ/201511051621-ZqFKyf/georeference,Univerzita Karlova v Praze
Graeciae pars septentrionalis,http://staremapy.georeferencer.cz/map/fNIOz6FAgYQ8Vsy6YeaflY/201408191332-LaTQE0/georeference,Univerzita Karlova v Praze
Pharus-Plan Dresden,http://staremapy.georeferencer.cz/map/Eq4qJFppI3OOZd8ac2ZtdA/201511051741-5GlcGk/georeference,Univerzita Karlova v Praze
Karte der Schweiz,http://staremapy.georeferencer.cz/map/zV0RbsCKwgaDtzh1S8JoQl/201511051608-ICEbaX/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/ZegZvHGCTzIBOxLRHqpMcc/201511051739-ZhQUbM/georeference,Univerzita Karlova v Praze
39°45° Werschetz,http://staremapy.georeferencer.cz/map/eSCy25X1uQH0laNbUwIUCf/201511051707-sOGTAZ/georeference,Univerzita Karlova v Praze
La Russie Blanche ou Moscovie,http://staremapy.georeferencer.cz/map/ihhkm6E0MLZWpYQNRPt4dG/201408191332-H4XtlF/georeference,Univerzita Karlova v Praze
Karta öfver Stockholm och dess omgifning,http://staremapy.georeferencer.cz/map/RgbQBChNvUh5AweHynGg0Y/201408181847-zc8Emi/georeference,Univerzita Karlova v Praze
Ujsoły a Stará Bystrica,http://staremapy.georeferencer.cz/map/iQH0GLNtZUveO0ZEfuaZ7r/201511051652-rK3rIP/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/2zPGI1Qoac35hC8sZ5Wdfi/201511051740-FfkHWz/georeference,Univerzita Karlova v Praze
Der Balkan,http://staremapy.georeferencer.cz/map/cNNJjc88C5osYlYK26d32r/201511051745-UrBxS6/georeference,Univerzita Karlova v Praze
Plan von Carlsbad und dessen Umgebung,http://staremapy.georeferencer.cz/map/oTsIXCrQILEhVMcmPawb8O/201408191007-jpqTYP/georeference,Univerzita Karlova v Praze
Plan der Angriffsarbeiten gegen die Festung Temesvár im Jahre 1849,http://staremapy.georeferencer.cz/map/fCOPzVS65gbgXAdYrBv8uI/201408191411-heh066/georeference,Univerzita Karlova v Praze
Mediterranean Sea,http://staremapy.georeferencer.cz/map/Tm05W4491PnniMyZhTpK4Y/201511051558-ZZjwfi/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/Q9d8jae8AAZQPWL31MwD9g/201511051730-aaSly1/georeference,Univerzita Karlova v Praze
34°51° Trutnov,http://staremapy.georeferencer.cz/map/pwJycTIH6wJyt5KJahnPuW/201511051607-npPcsS/georeference,Univerzita Karlova v Praze
Rudolfswerth,http://staremapy.georeferencer.cz/map/sTyXQ1LEvfcyLzRNrwhbhR/201511051748-HzCHWG/georeference,Univerzita Karlova v Praze
Vodnik skozi Bled Gorenjsko,http://staremapy.georeferencer.cz/map/pLr0Tp4UWmkWAQ3ah3HF0g/201511051610-W9R7kU/georeference,Univerzita Karlova v Praze
Německá říše,http://staremapy.georeferencer.cz/map/qj5OlYlSuDWgdcjnl3dKhH/201408191408-o82qSg/georeference,Univerzita Karlova v Praze
[Okolí pražské],http://staremapy.georeferencer.cz/map/o5gdle4WYTFhVHZwSyYSaC/201408191215-znzJFZ/georeference,Univerzita Karlova v Praze
Vostočnaja Prussija,http://staremapy.georeferencer.cz/map/OXOf4zd3aOWBSfMceVTcmZ/201511051710-FRWG5O/georeference,Univerzita Karlova v Praze
Regni Bohemiae Circulus Bechinensis,http://staremapy.georeferencer.cz/map/pRIc0OuvEoWywDSFkkJnp1/201408182109-w6G6Tq/georeference,Univerzita Karlova v Praze
Olmütz,http://staremapy.georeferencer.cz/map/mdl7ixG4cor95xIvmLLzcn/201511051703-3ycxem/georeference,Univerzita Karlova v Praze
"Regnorum Hungariae Dalmatiae, Croatiae, Sclavoniae Bosniae et Serviae cum principatu Transylvaniae, maximaque parte Valachiae nova et exacta tabula",http://staremapy.georeferencer.cz/map/R01VR7NHRPhWdloBvzFShh/201408191218-PmeC6C/georeference,Univerzita Karlova v Praze
44°42° Adrianopel,http://staremapy.georeferencer.cz/map/PT3EgnzRY8PoU7hr7hpOJT/201511051615-c3dc2H/georeference,Univerzita Karlova v Praze
Die Orkneys oder die Orkadischen Inseln,http://staremapy.georeferencer.cz/map/usKBOF0eUs88cnkQfvXwyN/201408182109-GgZ9kc/georeference,Univerzita Karlova v Praze
Koenigreich Boehmen,http://staremapy.georeferencer.cz/map/5xtMQNSO9jgbetuOCIV5QR/201408191257-MFNiqZ/georeference,Univerzita Karlova v Praze
"Topographische Karte der Gegend zwischen der Donau, Abens, und Iser",http://staremapy.georeferencer.cz/map/73ElDHDWcBDb0tTEm9SKPO/201408182112-W7Twvo/georeference,Univerzita Karlova v Praze
[Gablenz],http://staremapy.georeferencer.cz/map/wG6aseK951EG4WG9rarnEU/201601081336-2QkGcK/georeference,Univerzita Karlova v Praze
[Königreich Böhmen],http://staremapy.georeferencer.cz/map/1fqolGoDXgw9sHRazmTpoi/201408191551-wpnFeE/georeference,Univerzita Karlova v Praze
"Mapa Království českého pro cestující, turisty, cyklisty a. t. d",http://staremapy.georeferencer.cz/map/YHNMPFf9DvPjImhfYY5cPD/201511051605-iXFPBL/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/oYakWj2xS2J9rSaGXW0Fsb/201511051740-Bq2sGP/georeference,Univerzita Karlova v Praze
Reliefkarte von Paris und Umgebung,http://staremapy.georeferencer.cz/map/2XwuqzuDpcfcs4HcUtGLdO/201601081340-Vy12Xq/georeference,Univerzita Karlova v Praze
[Gradkartenblatt],http://staremapy.georeferencer.cz/map/w4LrBW7FC4PlcWg1zjjOzD/201408191336-DD0VAe/georeference,Univerzita Karlova v Praze
České Budějovice a okolí,http://staremapy.georeferencer.cz/map/ral6lbf9s6DilAeXncwgsO/201601081333-xa9YHQ/georeference,Univerzita Karlova v Praze
Bosna Serai,http://staremapy.georeferencer.cz/map/lfrh8Scngrx39todweK3G8/201511051554-ZhHlLk/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/pUzK26cdeZ29i5lVBvuKfS/201511051733-A9i6kx/georeference,Univerzita Karlova v Praze
Brescia im Jahre 1842,http://staremapy.georeferencer.cz/map/8E9EQFMlZdPnBhoZaGj8du/201408182047-saoyT5/georeference,Univerzita Karlova v Praze
Scutari,http://staremapy.georeferencer.cz/map/CmcR7SQnMSYeFequIZD8Aq/201511051554-ipRHf0/georeference,Univerzita Karlova v Praze
Map of natural wealth of eastern Galicia,http://staremapy.georeferencer.cz/map/jtDPTzzuzUeAfI3blAPVHe/201511051620-Gu08ZN/georeference,Univerzita Karlova v Praze
Oświęcim,http://staremapy.georeferencer.cz/map/H4MO8HsqZSadX9q57Ait3T/201601081342-xR1UM7/georeference,Univerzita Karlova v Praze
Szabolcser Comitat,http://staremapy.georeferencer.cz/map/NmMEIj3u6W6McqeKTMNbyr/201408191300-nObmIs/georeference,Univerzita Karlova v Praze
Třeboň,http://staremapy.georeferencer.cz/map/QnD6upkDRDnPauIkF4178w/201511051704-TrTxoL/georeference,Univerzita Karlova v Praze
General Karte vom Herzogthum Salzburg,http://staremapy.georeferencer.cz/map/CZBSvxVhb8UnjLrzKkCZga/201408181844-p6MOjM/georeference,Univerzita Karlova v Praze
"Nova et accuratior repraesentatio geographica Sacr. Rom. Imperii episcopatus Würceburgensis Franciae orientalis ducatus cum omnibus suis praefecturis, et ditionibus eo pertinentibus etc",http://staremapy.georeferencer.cz/map/oLlQ9hrSh8T6dsUGlle4b7/201408182105-7d7nxX/georeference,Univerzita Karlova v Praze
Geologická mapa okolí Bíliny,http://staremapy.georeferencer.cz/map/HK4wMxxSJwnqL1dsxxxpmv/201511051616-xT1413/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/hCvkW4EbwZ41TWXRZovZmt/201511051727-D02PlI/georeference,Univerzita Karlova v Praze
Plan von Wien,http://staremapy.georeferencer.cz/map/rTu32Ju3Mq5UKsFbdtto6M/201408191414-6Z4XQ0/georeference,Univerzita Karlova v Praze
Nouveau plan de Paris,http://staremapy.georeferencer.cz/map/HnHnuHBDHjwKG1bVwx2jKC/201408191257-aAnsqk/georeference,Univerzita Karlova v Praze
Alpy,http://staremapy.georeferencer.cz/map/pnEUCInJHn7AY78Fiba9NZ/201511051559-kkSXDB/georeference,Univerzita Karlova v Praze
Conseil national des pays Tcheques,http://staremapy.georeferencer.cz/map/EFY2Dh4iYvAf1MujXstkvG/201408191534-ounrEh/georeference,Univerzita Karlova v Praze
42°42° Plovdiv,http://staremapy.georeferencer.cz/map/ZZoQYqaE220m5e3vEINAIh/201511051615-CVZjTS/georeference,Univerzita Karlova v Praze
"MARCHIONATUS et ELECTORATUS BRANDEBURGICUS, una et DUCATUS POMERANIAE, in suas subdivisi Ditiones, Atque noviter descriptio",http://staremapy.georeferencer.cz/map/9LpqtQCCjI88WPBZOEbAEf/201601081338-ywCufw/georeference,Univerzita Karlova v Praze
Laibach,http://staremapy.georeferencer.cz/map/klE7COtd6fpGQ48S0ISnMa/201511051748-2RYUBE/georeference,Univerzita Karlova v Praze
Leba,http://staremapy.georeferencer.cz/map/eEVodv00Hu4I6pPmW9yeoW/201511051743-PEuu0g/georeference,Univerzita Karlova v Praze
Pannonia Dacia et Illyricum,http://staremapy.georeferencer.cz/map/y7ByNfBRpVInogcSsX4nrA/201408191005-tacgqI/georeference,Univerzita Karlova v Praze
Special-Karte vom Vierwaldstätter See und seinen Umgebungen,http://staremapy.georeferencer.cz/map/bAE1sAnyHsMSseAlaQo30j/201511051541-gUq07J/georeference,Univerzita Karlova v Praze
Die Königl. Preuss. Prov. Schlesien,http://staremapy.georeferencer.cz/map/lQoxTSHaUcU7CTmiiEbML0/201408181842-UQO43f/georeference,Univerzita Karlova v Praze
